file_name,no_of_ifs,no_of_loop,no_of_break,priority_queue_present,no_of_sort,hash_set_present,hash_map_present,recursion_present,nested_loop_depth,complexity
824.java,1,1,1,0,0,0,0,0,1,n
825.java,0,1,0,0,0,0,0,0,1,n
827.java,4,5,1,0,0,0,0,0,2,n
828.java,2,2,0,0,0,0,0,0,1,n
829.java,0,1,0,0,0,0,0,0,1,n
836.java,2,3,0,0,0,0,0,0,1,n
837.java,2,6,0,0,0,0,0,0,1,n
841.java,10,8,0,0,0,0,0,0,2,n
846.java,0,1,0,0,0,0,0,0,1,n
848.java,7,2,1,0,0,0,0,0,1,n
85.java,3,2,0,0,0,0,0,0,1,n
851.java,2,3,0,0,0,0,0,0,1,n
854.java,1,2,0,0,0,0,0,0,1,n
856.java,5,2,0,0,0,0,0,0,1,n
857.java,2,3,0,0,0,1,0,0,2,n
860.java,2,3,0,0,0,0,0,1,1,n
861.java,2,2,0,0,0,0,0,0,1,n
864.java,2,6,0,0,0,0,0,0,1,n
867.java,1,6,0,0,0,0,0,0,2,n
869.java,1,1,0,0,0,0,0,0,1,n
874.java,4,5,2,0,0,0,0,0,2,n
875.java,2,1,0,0,0,0,0,0,1,n
880.java,1,1,0,0,0,1,0,0,1,n
881.java,2,2,0,0,0,0,0,0,1,n
883.java,2,2,0,0,0,1,0,0,1,n
886.java,1,3,0,0,0,0,0,0,1,n
887.java,2,1,0,0,0,0,0,0,1,n
89.java,2,3,0,0,0,0,0,0,1,n
890.java,4,2,0,0,0,0,0,0,1,n
892.java,3,1,0,0,0,0,0,0,1,n
893.java,3,8,0,0,0,0,0,0,2,n
896.java,4,2,1,0,0,0,1,0,1,n
898.java,10,5,0,0,0,0,0,1,1,n
9.java,0,2,0,0,0,0,0,0,1,n
90.java,0,2,0,0,0,0,0,0,1,n
900.java,7,0,0,0,0,0,0,0,0,n
902.java,10,7,0,0,0,0,0,1,1,n
91.java,3,3,0,0,1,0,0,0,2,n
913.java,3,2,0,0,0,0,0,0,1,n
916.java,7,2,1,0,0,0,0,0,1,n
917.java,7,2,4,0,0,0,0,0,1,n
918.java,1,1,0,0,0,0,0,0,1,n
921.java,7,4,0,0,0,0,0,0,2,n
926.java,1,1,0,0,0,0,1,0,1,n
929.java,1,6,0,0,0,0,0,0,2,n
935.java,2,1,0,0,0,0,0,0,1,n
938.java,2,2,0,0,0,0,0,0,1,n
939.java,2,3,1,0,0,0,0,0,1,n
940.java,4,3,0,0,0,0,0,0,2,n
941.java,2,6,0,0,0,0,0,0,2,n
942.java,2,3,0,0,0,1,0,0,1,n
944.java,12,4,0,0,0,0,1,0,1,n
946.java,1,2,0,0,0,0,0,0,1,n
947.java,4,6,0,0,0,0,0,0,2,n
948.java,6,4,0,0,0,0,0,0,1,n
951.java,6,4,0,0,0,0,0,0,1,n
952.java,13,7,3,0,0,0,0,0,1,n
963.java,2,2,0,0,0,0,0,0,1,n
965.java,0,3,0,0,0,0,0,0,1,n
968.java,1,3,0,0,0,0,0,0,1,n
969.java,0,4,0,0,0,0,0,0,2,n
97.java,2,3,0,0,0,0,0,0,1,n
970.java,1,0,0,0,0,0,0,0,0,n
971.java,0,4,0,0,0,0,0,0,2,n
972.java,1,2,0,0,0,0,0,0,1,n
973.java,6,2,0,0,0,0,0,0,1,n
974.java,4,2,0,0,0,0,0,0,1,n
976.java,3,3,0,0,0,0,0,0,1,n
977.java,3,2,0,0,0,0,0,0,1,n
978.java,3,2,0,0,0,0,0,0,1,n
979.java,3,2,0,0,0,0,0,0,1,n
98.java,3,2,0,0,0,0,0,0,1,n
981.java,3,2,0,0,0,0,0,0,1,n
994.java,3,3,0,0,0,0,0,0,1,n
997.java,4,3,0,0,0,0,0,0,1,n
998.java,0,1,0,0,0,0,0,0,1,n
999.java,0,1,0,0,0,0,0,0,1,n
114.java,0,1,0,0,0,0,0,0,1,n
130.java,2,1,0,0,0,1,0,0,1,n
137.java,3,1,0,0,0,0,0,0,1,n
160.java,3,2,0,0,0,0,0,1,1,n
20.java,1,2,0,0,0,0,0,0,1,n
259.java,0,2,0,0,0,0,0,0,1,n
291.java,1,2,0,0,0,0,0,0,1,n
297.java,1,1,0,0,0,0,0,0,1,n
301.java,1,1,0,0,0,0,0,0,1,n
312.java,0,1,0,0,0,0,0,0,1,n
34.java,0,3,0,0,0,0,0,0,1,n
49.java,3,2,0,0,0,0,0,0,1,n
77.java,3,3,0,0,0,0,0,0,2,n
99.java,2,1,0,0,0,0,0,0,1,n
1.java,0,3,0,0,0,0,0,0,1,n_square
1014.java,2,4,0,0,0,0,0,0,2,n_square
1015.java,7,13,0,0,0,0,1,0,5,n_square
1016.java,2,3,0,0,0,0,0,0,2,n_square
1017.java,2,3,0,0,0,0,0,0,2,n_square
1018.java,2,4,0,0,0,0,0,0,2,n_square
102.java,1,3,0,0,1,0,0,0,3,n_square
1035.java,0,5,0,0,0,0,0,0,2,n_square
1036.java,3,4,0,0,0,0,0,0,2,n_square
1037.java,1,6,0,0,0,0,0,0,2,n_square
1038.java,2,4,0,0,0,0,0,0,2,n_square
104.java,1,2,0,0,0,0,0,0,2,n_square
107.java,1,2,0,0,0,0,0,0,2,n_square
115.java,3,2,0,0,0,0,0,0,1,n_square
117.java,1,3,0,0,0,0,0,0,2,n_square
120.java,1,3,0,0,0,0,0,0,2,n_square
122.java,2,2,1,0,0,0,0,0,2,n_square
128.java,3,2,0,0,0,0,0,0,2,n_square
133.java,2,2,1,0,0,0,0,0,2,n_square
140.java,4,3,0,0,0,0,0,1,2,n_square
143.java,2,2,0,0,0,0,1,0,2,n_square
147.java,2,5,0,0,0,0,0,0,2,n_square
148.java,6,5,4,0,0,0,0,0,2,n_square
149.java,3,3,0,0,0,0,0,0,2,n_square
162.java,1,3,0,0,0,0,0,0,2,n_square
171.java,0,3,0,0,0,0,0,0,2,n_square
18.java,0,2,0,0,0,0,0,0,2,n_square
186.java,0,2,0,0,0,0,0,0,2,n_square
199.java,0,5,0,0,0,0,0,0,2,n_square
226.java,2,4,0,0,0,0,0,0,1,n_square
227.java,6,1,0,0,0,0,0,1,1,n_square
229.java,1,2,0,0,0,0,0,0,2,n_square
237.java,2,2,1,0,0,0,0,0,2,n_square
249.java,0,2,0,0,0,0,0,0,2,n_square
25.java,0,3,0,0,0,0,0,0,2,n_square
251.java,2,2,0,0,0,0,0,0,2,n_square
252.java,3,3,1,0,0,0,0,0,2,n_square
254.java,0,0,0,0,0,0,0,0,0,n_square
257.java,1,2,0,0,0,0,0,0,2,n_square
258.java,1,2,0,0,0,0,0,0,2,n_square
26.java,0,2,0,0,0,0,0,0,1,n_square
264.java,2,5,0,0,0,1,0,0,2,n_square
271.java,2,2,0,0,0,0,0,0,2,n_square
274.java,2,2,1,0,0,0,0,0,2,n_square
278.java,1,2,0,0,0,0,0,0,2,n_square
285.java,2,4,0,0,0,0,0,0,2,n_square
288.java,0,3,0,0,0,0,0,0,2,n_square
290.java,0,3,0,0,0,0,0,0,2,n_square
293.java,1,2,0,0,0,0,0,0,2,n_square
295.java,1,2,0,0,0,0,0,0,2,n_square
298.java,0,4,0,0,0,0,0,0,2,n_square
30.java,1,7,0,0,0,0,0,1,1,n_square
303.java,2,4,0,0,0,0,0,0,2,n_square
304.java,6,3,0,0,0,0,0,0,2,n_square
305.java,1,2,0,0,1,0,0,0,2,n_square
307.java,0,2,0,0,0,0,0,0,2,n_square
311.java,4,2,0,0,0,0,0,1,2,n_square
314.java,3,2,0,0,0,0,0,0,2,n_square
317.java,2,6,0,0,0,0,0,0,2,n_square
318.java,2,4,0,0,0,0,0,0,2,n_square
319.java,2,4,0,0,0,0,0,0,2,n_square
322.java,2,4,0,0,0,0,0,0,2,n_square
323.java,2,4,0,0,0,0,0,0,2,n_square
324.java,3,3,0,0,0,0,0,0,2,n_square
325.java,2,4,0,0,0,0,0,0,2,n_square
328.java,2,8,0,0,0,0,0,0,2,n_square
332.java,1,4,0,0,0,0,0,0,2,n_square
335.java,0,5,0,0,0,0,0,0,2,n_square
337.java,1,4,0,0,0,0,0,0,2,n_square
339.java,2,2,1,0,0,0,0,0,2,n_square
342.java,5,1,0,0,1,0,0,1,1,n_square
344.java,5,2,0,0,0,0,0,0,2,n_square
346.java,2,2,0,0,0,0,0,0,2,n_square
348.java,2,2,0,0,0,0,0,0,2,n_square
357.java,2,3,2,0,0,0,0,0,2,n_square
363.java,5,8,0,0,0,0,0,0,2,n_square
366.java,3,7,0,0,0,0,0,0,2,n_square
367.java,2,2,0,0,0,0,0,0,2,n_square
368.java,2,3,0,0,0,0,0,0,2,n_square
369.java,3,4,0,0,0,0,0,0,2,n_square
370.java,3,4,0,0,0,0,0,0,2,n_square
371.java,0,4,0,0,0,0,0,0,2,n_square
372.java,5,3,0,0,0,0,0,0,2,n_square
373.java,3,3,0,0,0,0,0,0,2,n_square
375.java,3,1,0,0,0,0,0,1,1,n_square
376.java,2,1,0,0,0,0,0,1,1,n_square
384.java,6,1,0,0,0,0,0,1,1,n_square
387.java,5,1,0,0,0,0,0,1,1,n_square
396.java,4,1,0,0,0,0,0,1,1,n_square
401.java,5,4,0,0,0,0,0,1,2,n_square
402.java,4,1,0,0,0,0,0,1,1,n_square
403.java,4,1,1,0,0,0,0,1,1,n_square
407.java,8,0,0,0,0,0,0,1,0,n_square
416.java,4,0,0,0,0,0,0,1,0,n_square
421.java,4,0,0,0,0,0,0,1,0,n_square
423.java,6,1,0,0,0,0,0,1,1,n_square
465.java,2,5,0,0,0,0,0,0,2,n_square
467.java,2,5,0,0,0,0,0,0,2,n_square
471.java,2,3,1,0,0,0,0,0,2,n_square
488.java,2,4,1,0,0,0,0,0,2,n_square
489.java,2,4,1,0,0,0,0,0,2,n_square
490.java,2,4,1,0,0,0,0,0,2,n_square
497.java,3,4,0,0,0,0,0,1,2,n_square
522.java,2,2,0,0,0,0,0,0,2,n_square
550.java,2,2,1,0,0,0,0,0,2,n_square
556.java,2,3,0,0,0,0,0,0,2,n_square
560.java,5,5,0,0,0,0,0,0,2,n_square
565.java,5,6,0,0,0,0,0,0,2,n_square
576.java,4,7,1,0,1,0,0,0,4,n_square
581.java,3,4,0,0,0,0,0,0,2,n_square
583.java,2,3,0,0,0,0,0,0,2,n_square
585.java,3,5,1,0,1,1,0,0,2,n_square
587.java,2,4,0,0,0,0,0,0,2,n_square
592.java,6,6,1,0,2,0,0,0,2,n_square
595.java,4,6,0,0,0,0,1,0,3,n_square
596.java,4,3,0,0,0,0,0,0,2,n_square
598.java,3,4,0,0,1,0,0,0,1,n_square
608.java,7,5,0,0,0,0,0,0,2,n_square
609.java,2,3,1,0,0,0,1,0,2,n_square
61.java,2,2,1,0,0,0,0,0,2,n_square
613.java,4,4,1,0,1,0,0,0,2,n_square
623.java,4,5,2,0,0,0,0,0,2,n_square
624.java,5,6,0,0,0,0,0,0,2,n_square
625.java,10,6,2,0,0,0,0,0,2,n_square
628.java,1,4,0,0,0,0,0,0,2,n_square
630.java,3,5,0,0,0,0,0,0,2,n_square
634.java,1,3,0,0,0,0,0,0,2,n_square
635.java,7,8,0,0,0,0,0,0,2,n_square
655.java,0,4,0,0,0,0,0,0,1,n_square
656.java,7,3,1,0,0,0,0,0,2,n_square
68.java,1,2,0,0,0,0,0,0,2,n_square
681.java,4,7,1,0,1,0,0,0,4,n_square
686.java,3,4,0,0,0,0,0,0,2,n_square
688.java,2,3,0,0,0,0,0,0,2,n_square
690.java,3,5,1,0,1,1,0,0,2,n_square
692.java,2,4,0,0,0,0,0,0,2,n_square
697.java,6,6,1,0,2,0,0,0,2,n_square
7.java,0,2,0,0,0,0,0,0,2,n_square
700.java,4,6,0,0,0,0,1,0,3,n_square
701.java,4,3,0,0,0,0,0,0,2,n_square
703.java,3,4,0,0,1,0,0,0,1,n_square
705.java,2,3,0,0,0,0,0,0,2,n_square
706.java,9,10,1,0,0,0,0,0,3,n_square
710.java,14,25,0,0,0,0,0,0,2,n_square
72.java,2,2,1,0,0,0,0,0,2,n_square
720.java,2,3,0,0,0,0,0,0,2,n_square
729.java,4,4,0,0,0,0,0,0,2,n_square
731.java,17,8,0,0,1,0,0,1,1,n_square
732.java,1,2,0,0,0,0,0,0,2,n_square
734.java,2,4,0,0,0,0,0,0,2,n_square
74.java,2,4,0,0,0,0,0,0,2,n_square
741.java,3,4,1,0,0,0,0,0,2,n_square
75.java,5,2,0,0,0,0,0,0,2,n_square
759.java,4,7,0,0,0,0,0,0,2,n_square
762.java,2,3,0,0,0,0,0,0,2,n_square
764.java,7,8,1,0,0,0,0,0,3,n_square
769.java,5,3,1,0,0,0,0,0,2,n_square
790.java,11,12,1,0,0,0,0,0,2,n_square
807.java,12,14,0,0,0,0,0,1,2,n_square
811.java,2,3,0,0,0,0,0,0,2,n_square
815.java,3,6,0,0,0,0,0,0,2,n_square
82.java,1,2,0,0,0,0,0,0,2,n_square
821.java,1,2,0,0,0,0,0,0,2,n_square
822.java,4,8,0,0,1,0,0,0,2,n_square
823.java,3,8,1,0,0,0,0,0,3,n_square
826.java,1,2,0,0,0,0,0,0,2,n_square
831.java,1,5,0,0,0,0,0,0,2,n_square
839.java,9,7,0,0,0,0,0,0,3,n_square
84.java,2,2,0,0,0,0,0,0,2,n_square
840.java,6,8,0,0,0,0,0,0,2,n_square
843.java,10,7,3,0,0,0,0,1,2,n_square
852.java,1,4,0,0,0,0,0,0,2,n_square
863.java,2,4,0,0,0,0,0,0,2,n_square
865.java,10,17,1,0,0,0,0,0,3,n_square
877.java,0,2,0,0,0,0,1,0,2,n_square
894.java,13,8,1,0,0,0,0,0,2,n_square
905.java,18,7,1,0,0,0,0,0,2,n_square
906.java,5,9,0,0,0,0,0,0,2,n_square
908.java,4,4,1,0,0,0,0,1,2,n_square
911.java,6,7,0,0,0,0,0,0,2,n_square
92.java,1,2,0,0,0,0,0,0,2,n_square
922.java,11,9,0,0,0,0,0,0,2,n_square
928.java,1,4,0,0,0,0,0,0,2,n_square
933.java,2,5,0,0,0,0,0,0,2,n_square
94.java,2,2,0,0,0,0,0,0,2,n_square
943.java,2,5,1,0,0,0,0,0,2,n_square
949.java,5,5,0,0,0,0,0,0,2,n_square
986.java,12,2,0,0,0,0,0,0,1,n_square
987.java,0,4,0,0,0,0,0,0,1,n_square
988.java,9,5,0,0,0,0,0,0,2,n_square
989.java,14,4,0,0,0,0,0,0,2,n_square
990.java,14,4,0,0,0,0,0,0,2,n_square
991.java,4,6,0,0,0,0,0,0,3,n_square
992.java,3,6,0,0,0,0,0,0,2,n_square
993.java,9,5,0,0,0,0,0,0,3,n_square
144.java,3,2,0,0,1,0,0,0,2,n_square
294.java,0,2,0,0,0,0,0,0,2,n_square
31.java,2,3,0,0,0,0,0,1,1,n_square
340.java,4,2,0,0,0,0,0,0,2,n_square
73.java,4,2,0,0,0,0,0,0,2,n_square
10.java,0,4,0,0,1,0,0,0,1,nlogn
1019.java,2,2,0,0,1,0,0,0,1,nlogn
1020.java,0,0,0,0,0,0,0,0,0,nlogn
1024.java,4,7,0,0,0,0,0,1,2,nlogn
1030.java,1,2,0,0,1,0,0,0,1,nlogn
1031.java,0,3,0,0,1,0,0,0,1,nlogn
1032.java,0,3,0,0,0,0,0,0,1,nlogn
1033.java,2,4,0,0,1,0,0,0,1,nlogn
1034.java,0,4,0,0,1,0,0,0,1,nlogn
108.java,0,0,0,0,2,0,0,0,0,nlogn
116.java,2,1,0,0,1,0,0,0,1,nlogn
136.java,0,0,0,0,1,0,0,0,0,nlogn
138.java,3,1,0,0,3,0,0,0,1,nlogn
145.java,4,1,0,0,0,0,0,1,1,nlogn
15.java,2,3,0,0,1,0,0,0,1,nlogn
174.java,4,3,0,0,0,0,0,1,1,nlogn
234.java,0,1,0,0,0,0,0,0,1,nlogn
315.java,3,2,0,0,0,0,0,0,1,nlogn
326.java,2,1,0,0,1,0,0,0,1,nlogn
327.java,1,1,0,0,1,0,0,0,1,nlogn
41.java,0,0,0,0,1,0,0,0,0,nlogn
450.java,7,3,0,0,0,1,0,0,1,nlogn
457.java,2,2,0,0,0,0,0,0,2,nlogn
458.java,1,1,0,0,0,0,0,0,1,nlogn
459.java,2,2,0,0,1,0,0,1,1,nlogn
46.java,2,1,1,0,1,0,0,0,1,nlogn
460.java,1,2,0,1,0,0,0,1,1,nlogn
464.java,4,5,0,0,1,0,0,1,1,nlogn
466.java,2,6,0,0,0,0,0,0,2,nlogn
474.java,0,2,0,0,1,0,0,0,1,nlogn
475.java,0,1,0,0,1,0,0,0,1,nlogn
476.java,1,1,0,0,1,0,0,0,1,nlogn
477.java,1,4,0,0,0,0,0,0,2,nlogn
48.java,0,1,0,0,1,0,0,0,1,nlogn
480.java,0,1,0,0,2,0,0,0,1,nlogn
482.java,1,2,0,1,0,0,0,0,1,nlogn
483.java,1,1,0,1,0,0,0,0,1,nlogn
484.java,2,1,0,0,2,0,0,0,1,nlogn
485.java,2,1,0,0,1,0,0,0,1,nlogn
486.java,2,1,0,0,1,0,0,0,1,nlogn
491.java,1,2,1,0,1,0,0,0,1,nlogn
493.java,0,2,0,0,1,0,0,0,1,nlogn
498.java,0,1,0,0,1,0,0,0,1,nlogn
499.java,6,2,0,0,0,0,0,1,1,nlogn
501.java,0,1,0,0,1,0,0,0,1,nlogn
502.java,0,1,0,0,1,0,0,0,1,nlogn
503.java,2,1,0,0,2,0,0,0,1,nlogn
504.java,4,1,0,0,1,0,0,0,1,nlogn
505.java,1,1,0,0,1,0,0,0,1,nlogn
510.java,1,2,0,0,1,0,0,0,1,nlogn
523.java,5,2,0,0,0,0,0,1,1,nlogn
525.java,0,1,0,0,1,0,0,0,1,nlogn
546.java,0,0,0,0,1,0,0,0,0,nlogn
561.java,2,6,0,0,2,0,0,0,1,nlogn
562.java,3,4,0,0,2,0,0,0,1,nlogn
564.java,2,6,0,0,2,0,0,0,1,nlogn
572.java,6,4,2,0,0,0,0,0,1,nlogn
575.java,4,5,0,0,0,0,0,0,1,nlogn
577.java,4,1,1,0,1,0,0,0,1,nlogn
579.java,3,1,0,0,0,0,0,0,1,nlogn
58.java,1,4,0,0,0,0,0,0,2,nlogn
584.java,2,3,0,0,0,0,0,0,1,nlogn
586.java,2,4,0,0,0,0,0,0,2,nlogn
605.java,1,2,0,0,1,0,0,0,1,nlogn
606.java,2,2,0,0,1,0,0,0,1,nlogn
607.java,3,2,0,0,1,0,0,0,1,nlogn
610.java,3,4,0,0,1,0,0,0,1,nlogn
612.java,4,2,0,0,1,0,0,0,1,nlogn
626.java,3,5,0,0,2,0,0,0,2,nlogn
627.java,7,7,0,0,2,0,0,0,1,nlogn
629.java,0,1,0,0,0,0,0,0,1,nlogn
649.java,2,3,0,0,0,1,0,0,1,nlogn
651.java,1,3,0,0,1,0,0,0,1,nlogn
652.java,3,9,0,0,0,0,0,1,2,nlogn
661.java,4,4,2,0,0,1,0,0,2,nlogn
663.java,7,4,0,0,0,0,0,0,1,nlogn
664.java,4,2,0,0,0,1,0,0,1,nlogn
666.java,2,5,0,1,0,0,0,0,1,nlogn
677.java,6,4,2,0,0,0,0,0,1,nlogn
680.java,4,5,0,0,0,0,0,0,1,nlogn
682.java,4,1,1,0,1,0,0,0,1,nlogn
684.java,3,1,0,0,0,0,0,0,1,nlogn
689.java,2,3,0,0,0,0,0,0,1,nlogn
691.java,2,4,0,0,0,0,0,0,2,nlogn
70.java,4,1,0,0,1,0,0,0,1,nlogn
707.java,2,3,1,0,1,0,0,0,1,nlogn
727.java,6,6,0,0,1,0,0,0,2,nlogn
737.java,1,7,0,0,0,0,0,0,2,nlogn
744.java,10,5,2,0,0,1,0,1,1,nlogn
749.java,8,4,0,0,0,0,0,0,1,nlogn
751.java,5,13,0,0,0,0,0,0,2,nlogn
755.java,7,5,0,0,2,0,0,0,1,nlogn
760.java,1,4,0,0,0,0,0,0,1,nlogn
767.java,1,2,0,0,1,0,0,0,1,nlogn
784.java,0,0,0,0,0,0,0,0,0,nlogn
787.java,18,10,0,0,0,0,0,1,2,nlogn
788.java,0,4,0,0,1,0,0,0,1,nlogn
792.java,2,4,1,0,1,0,0,0,1,nlogn
805.java,5,6,0,0,0,0,0,1,1,nlogn
808.java,6,7,1,0,0,0,0,0,2,nlogn
810.java,4,9,0,0,1,0,0,1,1,nlogn
812.java,10,7,0,0,1,0,0,1,1,nlogn
818.java,1,1,0,0,0,0,0,0,1,nlogn
819.java,5,3,0,0,0,0,0,0,1,nlogn
83.java,1,1,0,0,1,0,0,0,1,nlogn
833.java,14,3,0,0,1,0,0,1,1,nlogn
838.java,5,4,0,0,1,0,0,0,1,nlogn
844.java,5,3,0,0,0,0,0,0,2,nlogn
845.java,8,10,0,0,0,0,0,0,2,nlogn
847.java,0,3,0,0,0,0,0,0,1,nlogn
850.java,10,7,0,0,0,0,0,0,2,nlogn
855.java,13,12,0,1,0,0,0,1,2,nlogn
87.java,1,1,0,0,1,0,0,0,1,nlogn
872.java,7,4,0,0,0,0,0,0,1,nlogn
879.java,5,6,0,0,0,0,0,0,2,nlogn
88.java,1,4,0,0,0,0,0,0,2,nlogn
882.java,3,3,1,0,1,0,0,0,1,nlogn
884.java,5,3,1,1,0,0,0,0,2,nlogn
888.java,4,4,1,0,0,0,0,0,2,nlogn
895.java,7,10,1,0,0,0,0,0,2,nlogn
897.java,7,3,0,0,1,0,0,0,1,nlogn
901.java,5,19,0,0,0,1,0,1,2,nlogn
904.java,1,1,0,0,1,0,0,0,1,nlogn
907.java,0,1,0,0,1,0,0,0,1,nlogn
909.java,3,4,1,0,1,0,0,0,1,nlogn
912.java,4,4,0,0,0,0,0,1,1,nlogn
914.java,2,3,0,0,0,0,0,0,1,nlogn
915.java,4,5,0,0,0,0,0,0,2,nlogn
919.java,2,2,0,0,1,0,0,0,1,nlogn
920.java,2,2,0,0,0,0,0,0,1,nlogn
924.java,3,4,1,0,1,0,0,0,1,nlogn
93.java,2,4,0,0,0,0,0,1,1,nlogn
930.java,3,5,0,1,1,0,0,0,1,nlogn
934.java,19,5,0,0,0,0,0,1,2,nlogn
936.java,6,3,0,0,0,0,0,0,1,nlogn
945.java,1,3,0,0,1,0,0,0,1,nlogn
95.java,5,2,0,0,0,0,0,1,1,nlogn
953.java,5,2,0,0,0,0,0,0,1,nlogn
956.java,9,4,0,0,0,0,0,0,1,nlogn
957.java,3,2,0,0,0,0,0,0,1,nlogn
958.java,21,21,1,0,0,0,0,1,2,nlogn
960.java,2,2,0,0,1,0,0,0,1,nlogn
961.java,9,6,0,0,1,0,0,0,1,nlogn
964.java,1,3,0,0,1,0,0,0,1,nlogn
966.java,1,2,0,0,1,0,0,0,1,nlogn
967.java,2,3,0,0,1,0,0,0,1,nlogn
975.java,4,5,0,0,0,0,0,1,2,nlogn
980.java,4,4,0,0,0,0,0,0,1,nlogn
